names,min_players,max_players,avg_time,year,avg_rating,image_url,age,category,designer
Assyria,2,4,90,2009,6.8984,https://cf.geekdo-images.com/original/img/7dWpM-sSqGGGZ5jU-fN4NBj3nX0=/0x0/pic607021.jpg,12,"Ancient, Civilization",Emanuele Ornella
Subbuteo,2,2,20,1947,6.96895,https://cf.geekdo-images.com/original/img/5Xj3RqWsfapuLfPsr3iHpSq0elM=/0x0/pic290595.jpg,6,"Action / Dexterity, Sports",Peter Adolph
Transatlantic,2,4,120,2017,7.26327,https://cf.geekdo-images.com/original/img/7YojxC1IirD1A6osWW6qD8q8iUw=/0x0/pic3727022.jpg,12,"Economic, Industry / Manufacturing, Nautical, Transportation",Mac Gerdts
Lost Valley,3,4,60,2004,6.7928,https://cf.geekdo-images.com/original/img/6CnlIvxvyUx6pw8cPqFwFol_hbw=/0x0/pic201982.jpg,10,"American West, Exploration","Tobias Goslar, Roland Goslar"
Iron Dragon,2,6,240,1994,6.96706,https://cf.geekdo-images.com/original/img/HpmtWyodjn9jjLU9A22NDsSTffQ=/0x0/pic3464926.jpg,12,"Fantasy, Trains, Transportation","Darwin Bromley, Tom Wham"
Constantinopolis,2,5,90,2010,6.94157,https://cf.geekdo-images.com/original/img/TEruVbxA9y4fRHEWoFEV8PaKB60=/0x0/pic692499.jpg,12,"City Building, Economic, Industry / Manufacturing, Nautical, Transportation",Giancarlo Fioretti
Dr. Eureka,1,4,15,2015,6.73795,https://cf.geekdo-images.com/original/img/31A6ji32CpPo7wATlyFEG-Qpi_0=/0x0/pic3157173.jpg,8,"Action / Dexterity, Children's Game, Puzzle, Real-time",Roberto Fraga
Warmachine,2,4,60,2003,7.32169,https://cf.geekdo-images.com/original/img/0uSsQOcTFm2fTsp-4BGE0EKxR6Q=/0x0/pic435550.jpg,12,"Book, Fantasy, Fighting, Miniatures","Mike McVey, Brian Snoddy, Matt Wilson"
Bottom of the 9th,1,2,20,2015,6.98551,https://cf.geekdo-images.com/original/img/_ovL-U2eCfAhMsXHWRNm9UQ3tAc=/0x0/pic2796694.jpg,13,"Bluffing, Deduction, Dice, Real-time, Sports","Darrell Louder, Mike Mullins"
Wits & Wagers Party,4,18,25,2012,6.92181,https://cf.geekdo-images.com/original/img/Bomv8xOfJkg0E5Vl2bMNkAhCGh0=/0x0/pic1285411.jpg,8,"Party Game, Trivia",Dominic Crapuchettes
Capital Lux,2,4,30,2016,7.10132,https://cf.geekdo-images.com/original/img/G--qX-7DN3CNbqryOsB3v0uT_mg=/0x0/pic3121734.jpg,10,"Bluffing, Card Game, Science Fiction","Eilif Svensson, Kristian Amundsen Østby"
The Great Battles of Alexander: Deluxe Edition,2,4,240,1995,7.74383,https://cf.geekdo-images.com/original/img/uHeSCMrrAMU48rsAm9zMk7_7MeI=/0x0/pic45327.jpg,12,"Ancient, Wargame","Richard H. Berg, Mark Herman"
Long Shot,3,8,60,2009,6.72444,https://cf.geekdo-images.com/original/img/UaDW7wg05cYdo9tgzuJwJEk5eVU=/0x0/pic420679.jpg,10,"Animals, Racing, Sports",Chris Handy
Fireteam Zero,1,4,90,2015,7.64465,https://cf.geekdo-images.com/original/img/QJeStyT9RhrtRKz5d6CIWRYemQU=/0x0/pic2208055.jpg,14,"Adventure, Fantasy, Fighting, Horror, Miniatures, World War II","Mike Langlois, Christian Leonhard"
City of Iron: Second Edition,2,4,120,2016,7.44195,https://cf.geekdo-images.com/original/img/u5YLPohiYy8D0dGUSz_XDew8AAY=/0x0/pic2627609.jpg,13,"Card Game, City Building, Civilization, Economic, Fantasy",Ryan Laukat
Euchre,2,7,45,1848,6.78293,https://cf.geekdo-images.com/original/img/9HZ_XZVVtxD6Jm1PyKuiSxcVbfw=/0x0/pic77287.jpg,8,Card Game,(Uncredited)
Wildlife Safari,2,5,30,1994,6.61352,https://cf.geekdo-images.com/original/img/tih_erBOWJCCQxovbWZEk9oP6ws=/0x0/pic2259389.jpg,7,"Animals, Card Game",Reiner Knizia
Cinque Terre,2,5,60,2013,7.06284,https://cf.geekdo-images.com/original/img/JDXDPXqhhHHaxuGGcJ5P4Cmer_M=/0x0/pic1299610.jpg,13,"Farming, Transportation",Chris Handy
Nuns on the Run,2,8,45,2010,6.53694,https://cf.geekdo-images.com/original/img/6qK8pGGBSyp27oyN1Q46acFoBEA=/0x0/pic649087.jpg,10,"Bluffing, Deduction, Humor, Religious",Fréderic Moyersoen
SPQR (Deluxe Edition),2,2,240,2008,7.92846,https://cf.geekdo-images.com/original/img/Pabukse3RledkO9dWakt9cWljME=/0x0/pic342733.jpg,12,"Ancient, Wargame","Richard H. Berg, Mark Herman"
Panic on Wall Street!,3,11,30,2011,6.99797,https://cf.geekdo-images.com/original/img/KsuN_r-8Yt14lK1Zkk2WoMxHzQc=/0x0/pic1444145.jpg,8,"Economic, Negotiation, Real-time",Britton Roney
Last Train to Wensleydale,3,4,120,2009,7.14758,https://cf.geekdo-images.com/original/img/-sHiYQ0iZjcvosvplVtYob_TKb8=/0x0/pic501286.jpg,13,Trains,Martin Wallace
Ascension: Darkness Unleashed,1,2,30,2013,7.52683,https://cf.geekdo-images.com/original/img/D1WRh_MuSa2ZPXz_SAqGEkWvJIE=/0x0/pic2056871.jpg,13,"Card Game, Fantasy",Justin Gary
The End of the Triumvirate,2,3,90,2005,6.80984,https://cf.geekdo-images.com/original/img/pk-TLeN5piuIxgS19JaoRYFPldE=/0x0/pic158273.jpg,10,Ancient,"Johannes Ackva, Max Gabrian"
Axis & Allies: 1942,2,5,240,2009,6.93801,https://cf.geekdo-images.com/original/img/GLNRoJLoesHWrWnvrQ06908r6IM=/0x0/pic2435507.jpg,12,"Economic, Wargame, World War II","Larry Harris, Jr."
Spyfall 2,3,12,10,2017,7.23075,https://cf.geekdo-images.com/original/img/Oiwhs1jLKMBoTNscaokpq8uqQbk=/0x0/pic4141398.jpg,13,"Bluffing, Deduction, Humor, Party Game, Spies/Secret Agents",Alexandr Ushan
Asante,2,2,40,2013,6.96758,https://cf.geekdo-images.com/original/img/15d_DqGM9egYYKmE4t5YTDAB6tE=/0x0/pic1542350.jpg,10,"Card Game, Economic",Rüdiger Dorn
Explorers of the North Sea,1,4,60,2016,7.41607,https://cf.geekdo-images.com/original/img/eYmyq-oaLo163DEvzLiXn6oXHlM=/0x0/pic3774971.png,12,"Exploration, Medieval, Nautical",Shem Phillips
The Adventurers: The Pyramid of Horus,2,6,45,2011,6.79099,https://cf.geekdo-images.com/original/img/uDED4F5lVKsnP3d2cE2XJVktyr8=/0x0/pic1004119.jpg,13,"Adventure, Ancient, Exploration, Miniatures","Guillaume Blossier, Frédéric Henry"
Boss Monster 2: The Next Level,2,4,30,2015,6.8356,https://cf.geekdo-images.com/original/img/WSMgq9XAnPMy2he64ykFqDqv8nY=/0x0/pic2451609.jpg,13,"Card Game, City Building, Expansion for Base-game, Fantasy, Video Game Theme","Johnny O'Neal, Chris O'Neal"
Key Harvest,2,4,90,2007,6.80234,https://cf.geekdo-images.com/original/img/qUMl9y18lfl3GVZRwaUfW0CxFWY=/0x0/pic217481.jpg,10,"Farming, Medieval, Territory Building",Richard Breese
Dragonheart,2,2,30,2010,6.58624,https://cf.geekdo-images.com/original/img/_vpxjakPw7QbwBLpwjaANFiymQ8=/0x0/pic829248.jpg,13,"Bluffing, Card Game, Fantasy, Fighting",Rüdiger Dorn
Tower of Babel,3,5,45,2005,6.6569,https://cf.geekdo-images.com/original/img/iH4zU-Pb1e19nwWQrbl2T9c6Q44=/0x0/pic311199.jpg,10,"Ancient, Mythology",Reiner Knizia
Around the World in 80 Days,2,6,70,2004,6.58717,https://cf.geekdo-images.com/original/img/COzvlEWtT4nxc0TS41EWdVjH6qc=/0x0/pic209851.jpg,10,"Novel-based, Racing, Travel",Michael Rieneck
Nightfall,2,5,45,2011,6.52107,https://cf.geekdo-images.com/original/img/lhHuI8dTJtMYnpBNpO8lsSWustw=/0x0/pic873009.jpg,12,"Card Game, Fantasy, Fighting, Horror",David Gregg
Incómodos Invitados,2,8,75,2016,7.84676,https://cf.geekdo-images.com/original/img/glvAxkKZxJN3VEBwVkrFu2_V7M0=/0x0/pic3857726.png,12,"Card Game, Deduction, Humor, Movies / TV / Radio theme, Murder/Mystery",Ron Gonzalo García
A Game of Thrones: Hand of the King,2,4,30,2016,6.7985,https://cf.geekdo-images.com/original/img/OO0BbkddbScVMcMoHjXQdqAgOGM=/0x0/pic3122395.jpg,14,"Card Game, Fantasy",Bruno Cathala
Robo Rally,2,6,120,2016,7.25357,https://cf.geekdo-images.com/original/img/CQpoLcPlzueQmUM3enSNMxLKR5E=/0x0/pic3374227.jpg,12,"Miniatures, Racing, Science Fiction",Richard Garfield
Perry Rhodan: The Cosmic League,2,2,30,2007,6.79282,https://cf.geekdo-images.com/original/img/GfUEAdTwNc_JDiUoqRhHx2uYn8w=/0x0/pic737942.jpg,10,"Card Game, Economic, Science Fiction",Heinrich Glumpler
1860: Railways on the Isle of Wight,2,4,240,2004,7.93585,https://cf.geekdo-images.com/original/img/UaMTcpOYKlHeCRbKrCmRwlmF9Lo=/0x0/pic143735.jpg,13,"Economic, Trains, Transportation",Mike Hutton
Unhappy King Charles!,2,2,240,2008,7.64448,https://cf.geekdo-images.com/original/img/lbVb0Z9-NXSgXAviu4UfxK2lJZ8=/0x0/pic407727.jpg,0,"Civil War, Pike and Shot, Wargame",Charles Vasey
Gentes,2,4,120,2017,7.66054,https://cf.geekdo-images.com/original/img/d9-wSCynOpX6OLSIpLU80i2CgDo=/0x0/pic3338929.jpg,12,"Ancient, Civilization",Stefan Risthaus
Sub Terra,1,6,60,2017,7.5017,https://cf.geekdo-images.com/original/img/x0g2AcleSfz3I7VqiwEFjhFl4ws=/0x0/pic3904427.png,10,"Exploration, Horror, Maze",Tim Pinder
Spades,4,4,60,1938,6.74643,https://cf.geekdo-images.com/original/img/KFkQE9EL1bIB1FWAru8TzfZBfes=/0x0/pic1977642.jpg,10,Card Game,(Uncredited)
Wiz-War,2,4,60,1983,6.88909,https://cf.geekdo-images.com/original/img/WU4Wemyt-47T99ivx9QwB0VAROs=/0x0/pic184442.jpg,10,"Fantasy, Fighting",Tom Jolly
Warhammer,2,4,240,1983,6.66422,https://cf.geekdo-images.com/original/img/7w2rLgThPNPojT51zy_OtxHhUEw=/0x0/pic2299036.jpg,8,"Fantasy, Miniatures, Wargame","Bryan Ansell, Richard Halliwell, Jervis Johnson, Rick Priestley"
Powerboats,2,6,60,2008,6.72506,https://cf.geekdo-images.com/original/img/2dG1cBcIyBDemK5hS0vk6wzdlwQ=/0x0/pic373898.jpg,9,"Nautical, Racing, Sports",Corné van Moorsel
Mage Wars Academy,2,2,30,2015,7.37051,https://cf.geekdo-images.com/original/img/wznOVsivPXWKP1our-G9lhUfhJ0=/0x0/pic2555236.png,0,"Card Game, Fantasy, Fighting","Aaron Brosman, Matthew Burch, Bryan Pope"
Fortress America,2,4,180,1986,6.69103,https://cf.geekdo-images.com/original/img/VzHd-4kiiopq5CwFIr_L3Tc3SM4=/0x0/pic3884550.jpg,12,"Science Fiction, Wargame",none
Terra,2,6,60,2014,6.85914,https://cf.geekdo-images.com/original/img/zu7jWrckD2XoCHc1Q9yrBtHO1lA=/0x0/pic2566394.jpg,10,"Educational, Trivia",Friedemann Friese
Age of Conan: The Strategy Board Game,2,4,90,2009,6.68667,https://cf.geekdo-images.com/original/img/YK5UeCJdzam7pi5UlcztMvymWgM=/0x0/pic450412.jpg,12,"Fantasy, Fighting, Novel-based, Wargame","Roberto Di Meglio, Marco Maggi, Francesco Nepitello"
Puzzle Strike Shadows,2,4,20,2012,7.88799,https://cf.geekdo-images.com/original/img/QnTPY5jZRgTzpSFCQ72GRER4sfE=/0x0/pic1288708.jpg,10,"Card Game, Fantasy, Video Game Theme",David Sirlin
Poseidon,2,5,120,2010,7.04544,https://cf.geekdo-images.com/original/img/22RpBuccNzLSwtdovqtFxoHp5bw=/0x0/pic1041509.jpg,12,"Economic, Mythology, Nautical, Transportation","Helmut Ohley, Leonhard ""Lonny"" Orgler"
Verräter,3,4,60,1998,6.73067,https://cf.geekdo-images.com/original/img/KzSrzFXv6SWbFeQXpDSp0mrK3IE=/0x0/pic172332.jpg,12,"Card Game, Political",Marcel-André Casasola Merkle
Tanto Cuore,2,4,45,2009,6.88727,https://cf.geekdo-images.com/original/img/sPfBMSA_rdeFfBn8dPH37Nqkplk=/0x0/pic1751753.jpg,13,"Card Game, Mature / Adult",Masayuki Kudou
Chronicle,3,6,30,2009,6.83024,https://cf.geekdo-images.com/original/img/Er1D5CPjiuoo3Ow0Ylc9uqFenAI=/0x0/pic1512140.jpg,12,"Card Game, Fantasy",Seiji Kanai
Pantheon,2,4,90,2011,6.79813,https://cf.geekdo-images.com/original/img/r-w7FibYdFsDS9OU8qf8H3fILX4=/0x0/pic1055672.jpg,10,"Ancient, Mythology",Bernd Brunnhofer
Ultimate Werewolf: Deluxe Edition,5,75,30,2014,7.25526,https://cf.geekdo-images.com/original/img/1Kgy3nHGIZQvCgm36VntLkmSdag=/0x0/pic1878492.png,8,"Bluffing, Card Game, Deduction, Horror, Murder/Mystery, Negotiation, Party Game",Ted Alspach
Daytona 500,2,4,70,1990,7.14433,https://cf.geekdo-images.com/original/img/6C3zg71IMamnLzKlJ051vuqthcU=/0x0/pic235297.jpg,10,"Card Game, Racing, Sports",Wolfgang Kramer
Agricola: Family Edition,1,4,45,2016,7.31192,https://cf.geekdo-images.com/original/img/U6SQ-1KC3BXlphyl-w0gkRo5Lvw=/0x0/pic3136438.jpg,8,"Animals, Farming",Uwe Rosenberg
Safranito,2,4,45,2010,6.94376,https://cf.geekdo-images.com/original/img/pglVLo14N-aMWGAbBbndgLiD0F0=/0x0/pic786793.jpg,10,"Action / Dexterity, Economic",Marco Teubner
Waggle Dance,2,4,90,2014,7.07631,https://cf.geekdo-images.com/original/img/rXjN_Y_0g_jnsTv7o_ylmLrTNl0=/0x0/pic2597688.jpg,10,"Animals, Dice, Environmental",Mike Nudd
Ribbit,2,5,20,2004,6.76746,https://cf.geekdo-images.com/original/img/9HAZQZiX5kZUMKo88V6xV4EB7To=/0x0/pic259123.jpg,5,"Animals, Bluffing, Card Game, Children's Game, Racing",Reiner Knizia
Helios,2,4,60,2014,6.84136,https://cf.geekdo-images.com/original/img/TVgDWWU1tHD1MHfvPLl0EPUXPy4=/0x0/pic1928217.png,10,"Mythology, Territory Building","Martin Kallenborn, Matthias Prinz"
Revolver,2,2,45,2011,6.95084,https://cf.geekdo-images.com/original/img/PQyivrcXw4iDugjhTRgxRdzB_dw=/0x0/pic2237528.jpg,12,"American West, Card Game, Fighting",Mark Chaplin
Pyramid of Pengqueen,2,5,45,2008,6.93712,https://cf.geekdo-images.com/original/img/-AdmFkPAIe0lUMLnlGHu_RE-Zt8=/0x0/pic4090859.png,8,"Deduction, Maze, Memory",Marcel-André Casasola Merkle
PÜNCT,2,2,30,2005,6.83513,https://cf.geekdo-images.com/original/img/p9jnYyULk8nQEQqAFHxAfjvgO5M=/0x0/pic3324185.jpg,10,Abstract Strategy,Kris Burm
Code 777,2,5,60,1985,6.73644,https://cf.geekdo-images.com/original/img/zHkIn-myBUcN5UY6xe_3K1R6zfc=/0x0/pic2552987.png,10,"Deduction, Puzzle","Robert Abbott, Alex Randolph"
Kings of Air and Steam,2,7,90,2013,6.93775,https://cf.geekdo-images.com/original/img/kyivQX3aOl2AQReMm9HqZWy213M=/0x0/pic1527450.jpg,13,"Aviation / Flight, Trains, Transportation",Scott Almes
EastFront,2,2,240,1991,7.66259,https://cf.geekdo-images.com/original/img/8bGUVDA5ot5xkS_hauSc97Cl1Zk=/0x0/pic289183.jpg,12,"Wargame, World War II","Craig Besinque, Tom Dalgliesh"
Pit,3,8,90,1903,6.40285,https://cf.geekdo-images.com/original/img/6Bk_0RHFu1863OEWAa27XBmv1-Y=/0x0/pic423644.jpg,7,"Card Game, Economic, Party Game, Real-time","Edgar Cayce, Harry Gavitt, George S. Parker"
DungeonQuest Revised Edition,1,4,60,2014,7.14039,https://cf.geekdo-images.com/original/img/wKyxHcezSQxCj58pcodXVEYXMpQ=/0x0/pic2017396.jpg,14,"Adventure, Exploration, Fantasy, Medieval","Jakob Bonds, Gustav Bonds, Dan Glimne"
Illuminati:  Deluxe Edition,2,8,180,1987,6.51946,https://cf.geekdo-images.com/original/img/1d849dlczOvewG0F01aiHC0ifkQ=/0x0/pic1320091.jpg,12,"Card Game, Humor, Negotiation, Political",Steve Jackson (I)
Strike of the Eagle,2,4,240,2011,7.66182,https://cf.geekdo-images.com/original/img/_caEFPVqWV-Knt2IoCzaEPJoOpQ=/0x0/pic967310.jpg,13,"Bluffing, Civil War, Wargame","Brian Bennett, Uwe Eickert, Robert Żak"
Keltis,2,4,30,2008,6.4384,https://cf.geekdo-images.com/original/img/H49fjEVqatquj7GWBNSPO8j7ipM=/0x0/pic382457.jpg,10,Card Game,Reiner Knizia
First Train to Nuremberg,2,4,120,2010,7.1221,https://cf.geekdo-images.com/original/img/RmHxvv6D6tgO1ldToGQ2EUY7-Vo=/0x0/pic910745.jpg,12,"Trains, Transportation",Martin Wallace
Kreta,2,4,60,2005,6.90193,https://cf.geekdo-images.com/original/img/un1TycuGKt4o6L-5BcKCdrJq68w=/0x0/pic1774644.jpg,11,Medieval,Stefan Dorra
Circus Flohcati,2,5,15,1998,6.64462,https://cf.geekdo-images.com/original/img/ZwVyBYWk4YHn4amETAtavkesHiA=/0x0/pic3521285.jpg,6,Card Game,Reiner Knizia
TurfMaster,2,8,75,1998,7.22163,https://cf.geekdo-images.com/original/img/yk8WlmpuP1IY0bCe95q1iSbhuxk=/0x0/pic289677.jpg,10,"Animals, Racing, Sports",Albrecht Nolte
The Ravens of Thri Sahashri,2,2,45,2013,7.3523,https://cf.geekdo-images.com/original/img/OhRXQ3J3kIF4Ni5bf2T0vjlxYWs=/0x0/pic3048542.jpg,12,"Card Game, Deduction",Kuro
Dungeons & Dragons: Conquest of Nerath Board Game,2,4,240,2011,6.95276,https://cf.geekdo-images.com/original/img/6pphmvHE3ixO1tPxFz0ES5BbP10=/0x0/pic994288.jpg,12,"Fantasy, Wargame","Richard Baker, Mons Johnson, Peter Lee"
Puzzle Strike,2,4,20,2010,6.72423,https://cf.geekdo-images.com/original/img/43_kycfOGw8UxCudMTdGoX4mwnU=/0x0/pic710936.jpg,8,"Card Game, Fantasy, Video Game Theme",David Sirlin
HeroQuest Advanced Quest,2,5,90,1990,7.28069,https://cf.geekdo-images.com/original/img/lyhZRPhGCwP7Ie19u4nlZg_4Zoc=/0x0/pic328077.jpg,10,"Adventure, Exploration, Fantasy, Fighting, Miniatures",Stephen Baker
Blockers!,2,5,40,2007,6.7022,https://cf.geekdo-images.com/original/img/m8xCUlg-4KCO8BpVis2LWXklGvE=/0x0/pic892653.jpg,8,Abstract Strategy,Kory Heath
Basari,3,4,25,1998,6.77458,https://cf.geekdo-images.com/original/img/xFRII0rLyA7eb2CDF_GT4BS-eLE=/0x0/pic48605.jpg,10,Negotiation,Reinhard Staupe
Warhammer Quest: Silver Tower,2,4,120,2016,7.59772,https://cf.geekdo-images.com/original/img/QgygMoeA2JrGCa1cVmKEDCJRKfE=/0x0/pic3061864.jpg,14,"Adventure, Exploration, Fantasy, Fighting, Miniatures",James M. Hewitt
City of Spies: Estoril 1942,2,4,60,2015,7.15586,https://cf.geekdo-images.com/original/img/CGec_V-LSPCoc8hF22SA_TaD6v4=/0x0/pic2860096.png,10,"Spies/Secret Agents, World War II","Gil d'Orey, Antonio Sousa Lara"
Cosmic Encounter,3,6,60,1991,7.18291,https://cf.geekdo-images.com/original/img/sIhSiQ69xt8v4vMByI8z1UWqg28=/0x0/pic455214.jpg,0,"Bluffing, Card Game, Science Fiction","Bill Eberle, Jack Kittredge, Bill Norton, Peter Olotka"
Olympus,3,5,120,2010,6.88686,https://cf.geekdo-images.com/original/img/47H5QyBJYGJDVQf1Zu4VQ48XkU8=/0x0/pic1280009.jpg,14,"Ancient, City Building, Civilization, Mythology","Andrea Chiarvesio, Luca Iennaco"
Outfoxed!,2,4,15,2014,7.26198,https://cf.geekdo-images.com/original/img/KYeUSJ6qrZTjKA5sCcXndArcfGY=/0x0/pic2401324.jpg,5,"Children's Game, Deduction, Dice","Shanon Lyon, Marisa Pena"
Deep Space D-6,1,1,30,2015,7.36741,https://cf.geekdo-images.com/original/img/njfOVErG3McUpSnoznPJ8bc_SGE=/0x0/pic2937444.jpg,10,"Dice, Print & Play, Science Fiction",Tony Go
First Martians: Adventures on the Red Planet,1,4,90,2017,6.93252,https://cf.geekdo-images.com/original/img/kBSaEqOlhX-ps0GE-3NWKM7Oxi0=/0x0/pic3151415.jpg,10,"Adventure, Electronic, Exploration, Science Fiction, Space Exploration",Ignacy Trzewiczek
Dungeon Command: Heart of Cormyr,2,2,90,2012,7.3824,https://cf.geekdo-images.com/original/img/06RrZAN2XbADI-cvRmxoPX2K6sY=/0x0/pic1314559.jpg,12,"Card Game, Fantasy, Miniatures","Chris Dupuis, Peter Lee, Kevin Tatroe, Rodney Thompson"
Kingsport Festival,2,5,90,2014,6.7944,https://cf.geekdo-images.com/original/img/V1cAdyg7s5xB4UlgvdpyXXvLyTg=/0x0/pic2073589.jpg,12,"Dice, Fantasy, Horror, Novel-based","Andrea Chiarvesio, Gianluca Santopietro"
Nauticus,2,4,90,2013,7.00006,https://cf.geekdo-images.com/original/img/6NmfXhVYIK4kHZSptVPUaNw9GFk=/0x0/pic1708341.jpg,12,"Economic, Nautical, Transportation","Michael Kiesling, Wolfgang Kramer"
Take it Easy!,1,8,20,1983,6.60885,https://cf.geekdo-images.com/original/img/Zp_PgfjSH-akY9rbJPBG1CLb7zA=/0x0/pic3108440.jpg,10,"Abstract Strategy, Puzzle",Peter Burley
The Builders: Middle Ages,2,4,30,2013,6.52915,https://cf.geekdo-images.com/original/img/fvG1F29E616NixXrgLbqHX7RSwc=/0x0/pic1987602.jpg,10,"City Building, Medieval",Frédéric Henry
God's Playground,3,3,180,2009,7.45957,https://cf.geekdo-images.com/original/img/Wvvcc8iOkJWWJq-YDma-o00LPqU=/0x0/pic501309.jpg,0,"Age of Reason, Medieval, Negotiation, Pike and Shot, Political, Renaissance",Martin Wallace
Sobek,2,4,40,2010,6.72684,https://cf.geekdo-images.com/original/img/TkmipGKZToBPYwzpFIppg8_LZ7Y=/0x0/pic764406.jpg,8,"Ancient, Card Game",Bruno Cathala
The Guns of Gettysburg,2,4,180,2013,7.87898,https://cf.geekdo-images.com/original/img/RI38EfrduOPYtwdvHeAnIPD206M=/0x0/pic1510715.jpg,13,"American Civil War, Wargame",Bowen Simmons
Greed,2,5,30,2014,6.74912,https://cf.geekdo-images.com/original/img/HnFz7fE7YbdMSY6gRbDT7a_tsE4=/0x0/pic1949247.jpg,10,"Card Game, Mafia",Donald X. Vaccarino
Monsterpocalypse,2,4,60,2008,7.2248,https://cf.geekdo-images.com/original/img/RKG0qIEfB1dgDWmYxslc5UCAslk=/0x0/pic443399.jpg,12,"Collectible Components, Fighting, Miniatures, Science Fiction","Matt Wilson, Erik Yaple"
Betrayal at Baldur's Gate,3,6,60,2017,7.26755,https://cf.geekdo-images.com/original/img/ZcE6HzWM_W17aD9g_rzBrCsAZZc=/0x0/pic3581400.png,12,"Adventure, Exploration, Fantasy, Miniatures","Chris Dupuis, Mike Mearls"
Chicken Cha Cha Cha,2,4,20,1997,6.61636,https://cf.geekdo-images.com/original/img/FSkHwJQYsUTqFJhZtvtvfdDnp8c=/0x0/pic406697.jpg,4,"Animals, Children's Game, Memory",Klaus Zoch
Capitol,2,4,60,2001,6.83273,https://cf.geekdo-images.com/original/img/QQ9VONvd2P3SlrzWqebKtNQYq_g=/0x0/pic321621.jpg,10,"Ancient, City Building","Alan R. Moon, Aaron Weissblum"
Quests of Valeria,1,5,45,2017,7.07434,https://cf.geekdo-images.com/original/img/tye0lR0Ashz9DIz8vJ5-3NFIyvU=/0x0/pic3402652.png,14,"Card Game, Fantasy",Isaias Vallejo
Silverton,1,6,180,1991,7.09813,https://cf.geekdo-images.com/original/img/L8w6raWyW5CVABOxAyirTDix34U=/0x0/pic223025.jpg,12,"American West, Economic, Trains, Transportation","Dori Smith, Phillip John Smith"
Canal Mania,2,5,90,2006,6.91055,https://cf.geekdo-images.com/original/img/oWFunm1uS2V_yZAatx5n8FLgpms=/0x0/pic106560.jpg,12,Transportation,"Steve Kendall, Phil Kendall"
Riverboat,2,4,90,2017,7.56832,https://cf.geekdo-images.com/original/img/fKBZVPlOxsJ_e_T0K5cuIE9ae8M=/0x0/pic3812239.png,10,Farming,Michael Kiesling
VivaJava: The Coffee Game: The Dice Game,1,4,40,2014,6.79723,https://cf.geekdo-images.com/original/img/jdmqRaKy88kuY4xxse0HrjaZl0I=/0x0/pic2089536.jpg,10,Dice,"T. C. Petty, III"
Epic Card Game,2,4,40,2015,6.58398,https://cf.geekdo-images.com/original/img/0j8wKjZr4TYFLYARJ9JdSreZfDM=/0x0/pic2691347.jpg,13,"Card Game, Fantasy, Fighting, Prehistoric, Zombies","Robert Dougherty, Darwin Kastle"
Villa Paletti,2,4,30,2001,6.4738,https://cf.geekdo-images.com/original/img/CcsRZ6uVdCgNrD4gC2Cx6gYbLgY=/0x0/pic168173.jpg,8,"Action / Dexterity, Children's Game, Party Game",Bill Payne
O Zoo le Mio,2,4,60,2002,6.62894,https://cf.geekdo-images.com/original/img/_-J4AJMFW3ZbUIF3XjWi5SqnQuA=/0x0/pic912670.jpg,9,Animals,Corné van Moorsel
King's Forge,2,4,60,2014,7.035,https://cf.geekdo-images.com/original/img/XDx-zW2mNWhi_NwC8DMe0kRJaEg=/0x0/pic2603136.jpg,14,"Dice, Fantasy, Industry / Manufacturing",Nick Sibicky
Lords of Scotland,2,5,35,2010,6.79917,https://cf.geekdo-images.com/original/img/vhzeaLOnzMrJseTLZmulnbVmpMg=/0x0/pic2338327.jpg,12,"Card Game, Fighting, Medieval",Richard James
Abalone,2,2,30,1987,6.44164,https://cf.geekdo-images.com/original/img/nPNt_WW1-49bse2k3NL_gigX2Ag=/0x0/pic685843.jpg,7,Abstract Strategy,"Michel Lalet, Laurent Levi"
Dreamblade,2,2,60,2006,7.16637,https://cf.geekdo-images.com/original/img/KpTI99jOU_3tk-rC6xD4K-X6xmc=/0x0/pic266106.jpg,13,"Collectible Components, Fantasy, Horror, Miniatures","Mike Elliott, Rob Heinsoo, Brian Tinsman, Jonathan Tweet"
To Court the King,2,5,45,2006,6.46612,https://cf.geekdo-images.com/original/img/fvC59RS2UkfHA1-IyQ-Ao74NRuU=/0x0/pic182447.jpg,10,"Dice, Medieval",Thomas Lehmann
Inkognito,3,5,90,1988,6.57677,https://cf.geekdo-images.com/original/img/lG_1vJeP86FyICjL8Am6zL5dNmA=/0x0/pic1798812.jpg,10,"Deduction, Spies/Secret Agents","Leo Colovini, Alex Randolph"
Pente,2,2,30,1977,6.62995,https://cf.geekdo-images.com/original/img/yNvbreIhtjFDYQUqpoIYTsOIJzs=/0x0/pic1476333.jpg,8,Abstract Strategy,"Tom Braunlich, Gary Gabrel"
Dungeon Command: Sting of Lolth,2,2,90,2012,7.34634,https://cf.geekdo-images.com/original/img/k_QfJ1pXu6EymGKYTfko6nUm66k=/0x0/pic1314558.jpg,12,"Card Game, Fantasy, Miniatures","Chris Dupuis, Peter Lee, Kevin Tatroe, Rodney Thompson"
